持股人,公司,分数
166,54,-46.746178
28,38,-53.410892
42,47,-3.8814662
120,15,-6.457614
71,20,-3.1821866
86,85,-1.9399134
8,25,-3.1821895
42,19,-2.8794649
100,2,-124.97336
103,34,-42.035465
103,62,5.0220146
142,55,-3.1821887
124,22,-3.1821895
145,87,-3.1821914
24,65,-6.9276443
58,59,-1.8580506
158,84,-3.1821852
79,52,-29.678368
83,21,-3.1821911
16,52,-29.678368
154,73,-2.8227296
143,2,-124.97339
24,37,-6.0924463
34,77,0.16348062
38,46,-5.0371084
138,82,-3.0124705
20,26,-3.1821918
112,3,-5.595378
75,13,-5.241819
155,20,-3.1821868
151,79,-3.874304
96,1,-2.3385499
30,38,-53.410892
91,81,-3.1821868
54,58,-1.5600008
17,32,-25.207195
51,26,-3.1821914
112,41,-3.240297
120,54,-46.746178
67,66,-2.0752187
75,79,-3.874306
34,45,-4.811957
31,13,-5.241817
92,28,-3.8278751
12,56,-3.1821892
134,81,-3.1821847
160,20,-3.182185
163,80,-2.5611284
125,21,-3.1821873
25,64,-1.6859759
29,33,-18.906677
63,27,-4.471127
121,10,-78.55549
80,46,-5.0371103
0,55,-3.1821847
84,20,-3.1821868
139,48,-34.59207
155,72,2.2938097
147,61,-11.964684
105,8,-2.8735843
42,77,0.16348764
39,45,-4.811959
143,50,-0.4281664
5,1,-2.3385503
63,65,-6.9276443
60,33,-18.906683
108,73,-2.8227253
55,85,-1.9399134
64,7,-0.7467683
127,48,-34.59207
156,19,-2.879469
156,47,-3.8814697
159,79,-3.8743021
13,78,-2.4012744
143,88,-15.562331
21,63,-1.7138822
22,0,-3.588049
35,72,2.2938097
113,40,-6.64117
117,9,-56.206448
68,65,-6.9276476
72,34,-42.03545
135,80,-2.5611246
93,27,-4.4711285
96,87,-3.1821876
164,79,-3.874306
51,84,-3.1821914
48,52,-29.678368
52,21,-3.1821887
1,33,-18.906672
148,88,-15.562327
9,77,0.16348253
144,16,-6.047927
101,54,-46.74618
165,26,-3.1821873
165,54,-46.74618
10,19,-2.8794687
105,28,-3.827871
101,87,-3.1821914
60,53,-3.1821868
81,13,-5.241821
81,41,-3.2402968
36,38,-53.41089
36,66,-2.0752213
85,15,-6.457616
137,11,-4.4758606
44,51,-1.8036143
144,87,-3.1821918
102,34,-42.035454
40,40,-6.64117
118,8,-2.8735886
2,55,-3.1821847
57,59,-1.8580544
73,33,-18.906681
89,73,-2.8227296
153,45,-4.811957
153,73,-2.8227277
157,14,-15.187478
97,86,-12.006968
45,7,-0.7467702
118,46,-5.0371103
22,58,-1.5599971
53,20,-3.1821847
114,35,-14.501803
111,3,-5.5953755
73,71,-7.9478555
69,60,-1.4212608
129,41,-3.2402952
90,48,-34.592068
133,10,-78.55549
32,70,-3.1821868
165,74,-58.243824
53,58,-1.5599971
45,78,-2.4012787
61,52,-29.67837
82,40,-6.6411705
7,12,-3.5667877
41,6,-3.2746506
141,42,-4.680983
166,21,-3.1821868
15,25,-3.1821895
110,34,-42.03545
107,2,-124.9734
41,39,-3.1821895
61,90,0.05807119
62,27,-4.4711328
65,59,-1.8580506
123,42,-4.680983
78,67,-3.1821868
142,17,-4.519902
158,13,-5.241815
19,83,-1.3505524
34,1,-2.338548
15,72,2.2938097
41,77,0.16348253
45,46,-5.0371103
142,22,-3.1821914
23,57,-3.1821828
115,34,-42.035454
70,59,-1.8580563
74,28,-3.8278732
94,79,-3.874304
91,47,-3.8814697
134,9,-56.20644
158,79,-3.8742983
0,11,-4.475857
16,19,-2.879469
50,13,-5.241819
2,85,-1.9399114
95,21,-3.1821847
116,9,-56.206448
53,78,-2.4012766
50,46,-5.037112
71,6,-3.2746506
71,34,-42.035465
74,66,-2.0752208
130,36,-4.2311273
8,11,-4.4758587
11,71,-7.9478517
103,48,-34.592068
28,90,0.058073297
111,33,-18.906677
24,79,-3.874304
66,58,-1.5599989
124,41,-3.2402952
83,7,-0.7467704
79,66,-2.0752227
83,35,-14.501811
146,48,-34.592068
103,86,-12.006971
143,16,-6.047925
38,32,-25.207209
35,0,-3.588051
146,81,-3.1821847
104,28,-3.8278692
125,16,-6.047923
62,85,-1.9399134
59,53,-3.1821887
126,35,-14.501805
83,73,-2.8227317
151,65,-6.927646
155,34,-42.035454
99,47,-3.881468
0,50,-0.42816225
17,18,4.62657
20,78,-2.4012809
112,55,-3.1821868
120,40,-6.641172
120,68,-3.3326108
4,87,-3.1821835
54,77,0.16348062
75,65,-6.927646
71,54,-46.74619
34,31,-4.773299
30,90,0.058073297
92,14,-15.187478
92,42,-4.680983
131,35,-14.501811
134,67,-3.1821847
135,4,-3.311877
100,27,-4.471129
47,39,-3.1821895
29,19,-2.8794687
55,52,-29.678368
113,35,-14.501805
72,1,-2.3385499
68,60,-1.4212652
135,42,-4.680981
132,10,-78.5555
13,17,-4.5198984
164,41,-3.2402968
127,62,5.0220146
9,6,-3.2746506
43,0,-3.588051
100,74,-58.243824
143,36,-4.231129
29,85,-1.9399114
108,59,-1.85805
63,84,-3.1821895
64,21,-3.182185
125,36,-4.231129
122,4,-3.311877
127,34,-42.035458
84,72,2.2938058
156,33,-18.90668
80,61,-11.964684
43,38,-53.41089
40,6,-3.2746506
140,42,-4.680985
101,49,-8.56196
21,77,0.16348062
143,74,-58.243816
35,86,-12.006964
109,34,-42.035458
144,11,-4.4758606
43,71,-7.9478555
5,86,-12.006966
64,59,-1.8580544
156,71,-7.9478555
152,60,-1.4212564
96,73,-2.8227277
22,24,-3.1821847
18,13,-5.241819
14,72,2.2938128
52,7,-0.7467683
109,81,-3.1821887
117,66,-2.0752165
118,3,-5.595378
121,35,-14.501809
73,0,-3.588051
73,28,-3.8278732
76,60,-1.4212608
136,41,-3.2402952
93,79,-3.8743002
165,40,-6.6411695
31,85,-1.9399114
132,30,-2.002162
89,68,-3.3326128
10,5,-3.9930787
52,45,-4.811959
1,85,-1.9399076
45,2,-124.97337
52,78,-2.4012806
73,66,-2.0752208
89,40,-6.64117
14,12,-3.566784
10,71,-7.9478536
105,80,-2.5611246
102,48,-34.592068
145,10,-78.55549
40,26,-3.1821895
148,42,-4.680981
27,20,-3.1821868
61,14,-15.187481
64,79,-3.874304
61,47,-3.8814714
82,7,-0.7467723
82,35,-14.501807
85,67,-3.182185
153,59,-1.8580544
145,48,-34.59207
157,28,-3.8278713
37,32,-25.207193
41,1,-2.338548
22,44,-3.4851043
19,12,-3.5667858
22,72,2.2938128
141,37,-6.0924463
61,85,-1.9399154
77,59,-1.8580569
157,66,-2.0752227
154,34,-42.035454
32,84,-3.1821895
94,8,-2.8735867
90,67,-3.1821847
94,36,-4.2311273
23,19,-2.8794668
19,78,-2.4012766
114,87,-3.1821873
133,29,-2.083836
136,61,-11.964684
49,33,-18.906677
123,9,-56.206448
70,21,-3.1821887
115,29,-2.083836
73,86,-12.006964
70,54,-46.74619
33,31,-4.773301
133,67,-3.1821887
94,74,-58.243816
15,11,-4.4758587
134,4,-3.311877
110,48,-34.59207
137,36,-4.231129
162,66,-2.0752227
166,7,-0.7467683
166,35,-14.501805
50,8,-2.8735867
2,80,-2.5611284
28,19,-2.8794727
90,7,-0.7467681
86,66,-2.0752227
166,73,-2.8227296
45,32,-25.207188
8,6,-3.2746506
42,0,-3.5880468
103,15,-6.457614
103,43,-3.1821847
142,36,-4.231129
145,68,-3.3326128
111,28,-3.827873
146,5,-3.9930768
58,40,-6.641168
66,53,-3.1821887
124,36,-4.2311273
158,65,-6.9276414
83,2,-124.973404
154,54,-46.746178
16,33,-18.906673
42,38,-53.41089
146,43,-3.1821847
24,18,4.626572
24,46,-5.0371103
38,27,-4.471129
119,55,-3.1821892
20,7,-0.7467704
74,80,-2.5611305
138,35,-14.501805
95,73,-2.8227272
99,42,-4.680981
33,51,-1.8036166
30,19,-2.8794708
54,39,-3.1821895
51,7,-0.7467702
54,67,-3.1821868
3,79,-3.874304
120,35,-14.501805
54,72,2.2938097
75,60,-1.4212627
34,26,-3.1821876
30,85,-1.9399134
92,9,-56.206448
12,37,-6.0924478
12,65,-6.9276457
107,74,-58.24381
134,62,5.02201
163,61,-11.964682
29,14,-15.187477
63,8,-2.8735847
0,36,-4.2311277
0,64,-1.6859695
84,1,-2.3385499
87,61,-11.964682
13,12,-3.5667837
126,54,-46.746178
104,80,-2.5611246
108,49,-8.561956
42,58,-1.5599952
39,26,-3.1821914
42,86,-12.006961
147,42,-4.680983
63,46,-5.0371103
108,54,-46.746166
63,79,-3.874304
127,29,-2.0838342
156,0,-3.5880492
156,28,-3.8278713
159,60,-1.4212608
100,41,-3.240297
43,33,-18.906677
143,69,-3.1821887
21,44,-3.4851067
21,72,2.2938097
25,13,-5.241819
116,81,-3.1821892
72,15,-6.457612
80,0,-3.588053
131,87,-3.1821918
156,66,-2.0752208
35,25,-3.1821895
135,61,-11.964682
93,8,-2.873584
96,68,-3.3326108
164,60,-1.4212633
22,19,-2.8794687
48,33,-18.906677
52,2,-124.9734
1,14,-15.1874695
152,27,-4.471127
9,58,-1.5599989
165,35,-14.501803
17,71,-7.9478574
112,80,-2.5611286
109,48,-34.59207
13,32,-25.207216
10,0,-3.5880508
43,85,-1.9399115
68,14,-15.187475
64,73,-2.8227296
125,88,-15.562333
81,22,-3.1821918
92,67,-3.1821887
160,59,-1.8580544
36,47,-3.8814695
14,58,-1.5599952
44,32,-25.207212
48,1,-2.3385456
144,68,-3.3326163
26,12,-3.5667858
148,37,-6.0924463
40,21,-3.1821868
117,80,-2.5611262
73,14,-15.187478
89,54,-46.746185
156,86,-12.006968
153,54,-46.74619
101,8,-2.8735867
97,67,-3.1821868
2,8,-2.8735843
118,27,-4.4711328
118,55,-3.1821887
121,87,-3.1821914
22,39,-3.1821873
53,1,-2.3385458
56,33,-18.906677
110,75,-3.1821887
73,52,-29.678364
122,29,-2.0838318
69,41,-3.240297
132,82,-3.0124705
77,54,-46.746185
14,26,-3.1821854
101,74,-58.24382
32,51,-1.8036166
36,20,-3.1821873
53,39,-3.1821873
2,9,-56.206448
82,21,-3.1821892
6,84,-3.1821854
141,23,-3.9590507
166,2,-124.97339
15,6,-3.2746506
110,15,-6.457614
106,74,-58.243824
149,36,-4.2311273
61,71,-7.947859
62,8,-2.8735886
65,40,-6.64117
157,80,-2.5611267
165,65,-6.9276447
157,85,-1.9399134
19,64,-1.6859733
23,33,-18.906672
15,53,-3.1821868
41,58,-1.5599989
45,27,-4.471129
122,86,-12.006962
23,38,-53.410885
23,66,-2.0752168
118,75,-3.1821887
78,20,-3.1821868
74,9,-56.206448
94,60,-1.4212608
94,88,-15.562331
133,81,-3.1821887
137,50,-0.42816448
158,60,-1.4212558
102,73,-2.8227296
49,85,-1.9399134
2,66,-2.0752187
3,3,-5.595378
58,7,-0.7467664
115,81,-3.1821887
50,27,-4.471129
74,47,-3.8814697
71,15,-6.457612
153,84,-3.1821895
130,17,-4.519902
7,83,-1.3505545
11,52,-29.678368
103,29,-2.0838337
145,82,-3.0124705
33,46,-5.0371103
111,42,-4.680981
66,39,-3.1821914
129,80,-2.5611267
82,79,-3.874304
83,16,-6.047927
146,29,-2.0838318
91,1,-2.3385499
104,4,-3.311877
24,32,-25.207203
38,13,-5.241817
142,88,-15.562335
111,80,-2.5611265
146,57,-3.1821847
12,32,-25.207188
46,26,-3.1821895
104,9,-56.20645
146,62,5.02201
119,74,-58.24382
62,66,-2.0752227
59,34,-42.035458
126,16,-6.047923
70,79,-3.874306
155,15,-6.457614
99,28,-3.827873
163,28,-3.827871
0,31,-4.773299
20,59,-1.8580569
54,53,-3.1821868
112,36,-4.231129
120,21,-3.1821868
120,49,-8.561956
123,81,-3.1821868
75,46,-5.0371103
79,15,-6.457614
30,71,-7.9478574
34,40,-6.64117
92,23,-3.9590526
12,51,-1.8036189
131,16,-6.047927
134,48,-34.592068
100,8,-2.8735847
134,76,-3.1821847
29,0,-3.588049
55,33,-18.906675
159,16,-6.047923
151,14,-15.187476
71,73,-2.8227272
87,47,-3.881468
135,23,-3.9590504
12,89,-3.0863242
13,26,-3.1821852
16,58,-1.559997
108,35,-14.5018
8,78,-2.4012787
42,72,2.2938159
29,66,-2.0752187
63,60,-1.4212608
108,68,-3.332613
112,9,-56.206448
71,45,-4.811955
67,34,-42.035458
64,2,-124.97337
127,15,-6.457616
84,53,-3.1821868
88,22,-3.1821895
130,75,-3.1821868
156,14,-15.187476
43,19,-2.8794708
43,47,-3.8814697
143,55,-3.1821887
143,83,-1.3505545
21,58,-1.5599989
25,27,-4.471131
35,67,-3.1821868
51,32,-25.207203
109,15,-6.457614
43,52,-29.678368
64,40,-6.64117
80,14,-15.18748
152,41,-3.2402933
35,39,-3.1821895
96,54,-46.74619
93,22,-3.182187
139,16,-6.047925
117,42,-4.6809793
17,85,-1.9399134
51,79,-3.874306
4,60,-1.4212564
1,28,-3.827869
121,16,-6.047925
117,75,-3.1821826
72,72,2.2938058
73,9,-56.206448
76,41,-3.2402952
136,22,-3.1821895
97,29,-2.0838342
17,57,-3.1821887
93,88,-15.562326
31,66,-2.0752206
113,3,-5.595378
136,50,-0.4281664
13,46,-5.0371065
139,82,-3.0124686
165,21,-3.1821847
1,66,-2.0752146
2,3,-5.5953755
5,35,-14.501807
52,59,-1.8580563
92,53,-3.1821887
89,21,-3.1821868
13,84,-3.1821852
10,52,-29.678368
44,46,-5.037112
47,78,-2.4012806
105,61,-11.964682
144,82,-3.0124726
148,23,-3.9590487
113,74,-58.24382
60,86,-12.006968
72,40,-6.641174
69,8,-2.8735847
161,20,-3.1821868
128,10,-78.55549
85,48,-34.59207
82,16,-6.047925
153,40,-6.641172
157,9,-56.206448
26,64,-1.6859733
40,73,-2.8227296
141,18,4.626572
22,25,-3.1821873
18,84,-3.1821914
22,53,-3.1821847
122,15,-6.457612
80,72,2.2938058
77,40,-6.6411724
157,47,-3.8814678
101,60,-1.4212627
98,28,-3.8278713
140,81,-3.1821873
36,6,-3.2746508
32,65,-6.9276423
136,70,-3.1821868
94,17,-4.5199003
23,0,-3.588049
53,53,-3.1821847
56,85,-1.9399134
6,34,-42.035454
102,2,-124.97339
122,81,-3.1821847
57,27,-4.471131
81,47,-3.8814714
78,15,-6.457614
33,12,-3.5667877
33,40,-6.64117
36,72,2.2938066
14,83,-1.3505505
15,20,-3.1821868
110,29,-2.083836
133,76,-3.1821887
137,17,-4.519902
165,79,-3.8743021
166,16,-6.047923
2,61,-11.964682
65,54,-46.746174
123,37,-6.0924463
129,9,-56.20644
86,47,-3.8814697
90,16,-6.047921
110,67,-3.1821887
107,35,-14.501798
149,88,-15.562331
45,13,-5.241819
7,78,-2.4012806
41,72,2.2938097
45,41,-3.240297
23,52,-29.678368
103,24,-3.1821847
145,77,0.16348253
111,9,-56.206448
66,34,-42.035454
129,75,-3.182185
87,22,-3.1821873
158,46,-5.0371084
162,15,-6.457614
102,87,-3.1821895
82,74,-58.24382
98,48,-34.59207
146,24,-3.1821847
23,90,0.058075406
24,27,-4.471129
27,59,-1.8580544
38,8,-2.8735843
119,36,-4.231129
53,73,-2.8227253
74,61,-11.964684
82,46,-5.037112
78,35,-14.5018015
37,71,-7.9478536
138,16,-6.047925
95,54,-46.746174
99,23,-3.9590504
33,60,-1.4212608
54,20,-3.1821868
50,79,-3.8743021
54,48,-34.59207
3,60,-1.4212608
62,33,-18.90668
120,16,-6.047923
154,45,-4.811959
150,34,-42.035458
75,41,-3.240297
12,13,-5.241821
91,15,-6.457614
34,7,-0.7467683
30,66,-2.0752227
134,43,-3.1821847
12,18,4.6265697
12,46,-5.037112
15,78,-2.4012787
107,55,-3.1821868
62,80,-2.5611286
70,65,-6.927646
83,68,-3.3326144
126,30,-2.00216
134,15,-6.45761
91,53,-3.1821868
163,14,-15.187481
0,17,-4.5198984
0,45,-4.811955
87,42,-4.680981
12,84,-3.1821918
46,78,-2.4012787
108,30,-2.0021563
28,58,-1.5599989
147,23,-3.9590507
39,7,-0.7467721
42,67,-3.1821826
63,55,-3.1821868
71,40,-6.6411695
0,83,-1.3505505
127,10,-78.5555
156,9,-56.206448
103,54,-46.746174
100,22,-3.1821876
159,41,-3.240297
43,14,-15.187474
21,25,-3.1821895
21,53,-3.1821868
24,85,-1.9399134
58,79,-3.8743002
116,62,5.022015
124,75,-3.1821868
71,87,-3.1821892
79,72,2.2938058
80,9,-56.206448
135,37,-6.092445
151,33,-18.90668
143,22,-3.1821914
100,60,-1.4212608
35,6,-3.2746506
35,34,-42.03545
38,66,-2.0752206
16,77,0.16348253
96,49,-8.561956
135,70,-3.1821866
139,11,-4.4758606
51,74,-58.24382
4,55,-3.182181
155,40,-6.641172
152,8,-2.8735843
72,67,-3.1821887
9,39,-3.1821895
91,73,-2.8227296
88,41,-3.2402952
17,52,-29.678368
112,61,-11.964684
109,29,-2.083836
112,89,-3.086322
47,7,-0.7467702
43,66,-2.0752208
67,86,-12.006966
64,54,-46.74617
68,28,-3.8278773
92,48,-34.592075
131,69,-3.1821892
160,40,-6.641172
44,13,-5.241817
47,73,-2.8227296
144,49,-8.56196
25,84,-3.1821914
148,18,4.626572
121,30,-2.00216
72,86,-12.006968
161,15,-6.457616
52,40,-6.641172
100,80,-2.5611248
97,48,-34.59207
1,80,-2.5611243
101,17,-4.519902
26,59,-1.8580519
121,68,-3.3326147
118,36,-4.231129
140,10,-78.55549
56,14,-15.187474
52,73,-2.8227296
56,42,-4.680981
5,54,-46.74618
77,2,-124.97338
73,61,-11.96468
122,10,-78.55549
156,39,-3.1821895
32,27,-4.471131
77,35,-14.501803
14,7,-0.7467624
144,17,-4.519904
101,55,-3.1821887
32,32,-25.20718
36,1,-2.3385484
14,40,-6.6411657
56,80,-2.5611248
93,47,-3.8814662
145,43,-3.1821887
52,13,-5.241819
14,78,-2.4012766
48,72,2.293812
106,55,-3.1821866
109,87,-3.1821914
149,17,-4.519902
65,21,-3.182185
61,80,-2.561131
128,62,5.022013
73,34,-42.035454
157,61,-11.964684
165,46,-5.0371084
129,4,-3.3118756
161,35,-14.501805
23,14,-15.187473
45,8,-2.8735847
122,67,-3.1821847
26,79,-3.8743021
23,47,-3.881468
78,1,-2.338548
73,81,-3.182185
33,26,-3.1821895
81,66,-2.0752232
94,69,-3.1821868
133,62,5.022011
137,31,-4.773299
143,58,-1.5600008
102,54,-46.74618
158,41,-3.2402935
37,0,-3.5880508
2,47,-3.881468
2,75,-3.1821847
57,79,-3.8743021
153,65,-6.9276443
11,33,-18.906673
145,63,-1.7138803
103,10,-78.55549
114,55,-3.1821847
111,23,-3.9590504
66,20,-3.1821887
69,80,-2.5611267
129,61,-11.96468
87,8,-2.8735824
82,88,-15.562333
45,65,-6.9276443
146,10,-78.55549
90,73,-2.8227253
146,38,-53.41089
24,13,-5.241819
162,34,-42.035454
111,61,-11.964682
46,7,-0.7467702
66,86,-12.006968
82,60,-1.4212614
70,60,-1.4212627
7,32,-25.207195
154,87,-3.1821895
99,9,-56.206448
166,41,-3.2402952
163,9,-56.206448
0,12,-3.5667858
20,40,-6.6411724
54,34,-42.03545
120,2,-124.97338
120,30,-2.002162
123,62,5.0220146
75,27,-4.471131
78,87,-3.1821895
138,68,-3.3326128
30,52,-29.678364
34,21,-3.182185
134,57,-3.1821847
16,1,-2.338546
42,6,-3.2746465
142,42,-4.680983
99,80,-2.5611284
4,21,-3.182181
55,14,-15.187472
150,86,-12.006962
91,67,-3.1821868
87,28,-3.8278692
151,28,-3.827877
12,70,-3.1821892
13,7,-0.746766
16,39,-3.1821876
108,16,-6.047921
42,53,-3.1821826
116,29,-2.0838366
16,72,2.2938135
63,41,-3.2402952
71,26,-3.1821892
67,15,-6.45761
63,74,-58.243816
126,87,-3.1821895
88,3,-5.595378
84,62,5.022011
130,56,-3.1821868
155,86,-12.006968
43,28,-3.8278751
143,64,-1.6859759
21,39,-3.1821895
25,8,-2.8735867
124,61,-11.964684
79,86,-12.006968
160,2,-124.97337
35,20,-3.1821868
96,35,-14.5018015
93,3,-5.5953736
135,56,-3.1821866
25,46,-5.0371103
138,88,-15.562331
104,48,-34.592064
160,35,-14.501805
51,60,-1.4212627
4,41,-3.2402914
1,9,-56.20644
59,73,-2.8227296
120,88,-15.562331
117,56,-3.1821826
80,33,-18.906681
155,54,-46.746178
76,22,-3.1821895
72,81,-3.1821887
35,58,-1.5600027
139,63,-1.7138803
136,31,-4.773299
17,38,-53.41089
31,47,-3.881468
112,75,-3.1821868
1,47,-3.8814662
1,75,-3.1821826
5,16,-6.047925
92,34,-42.035454
89,2,-124.97338
92,62,5.0220146
131,55,-3.1821892
156,34,-42.035458
13,65,-6.9276414
10,33,-18.906677
44,27,-4.471129
47,59,-1.8580563
144,63,-1.7138844
21,78,-2.4012806
148,4,-3.3118794
113,55,-3.182185
72,21,-3.1821887
68,80,-2.561131
161,1,-2.338548
127,82,-3.0124705
85,29,-2.0838342
156,81,-3.1821868
101,3,-5.595378
148,70,-3.182185
164,66,-2.0752232
26,45,-4.811955
121,82,-3.0124705
22,34,-42.035458
125,56,-3.1821873
122,24,-3.1821847
85,1,-2.338548
80,53,-3.1821887
77,21,-3.1821892
80,81,-3.1821887
144,3,-5.59538
101,41,-3.240297
98,9,-56.20644
101,69,-3.1821887
35,78,-2.4012806
32,46,-5.0371103
36,15,-6.457614
109,54,-46.746185
140,62,5.022013
56,66,-2.0752227
53,34,-42.035458
6,15,-6.45761
122,62,5.02201
57,8,-2.8735867
152,80,-2.5611227
77,87,-3.1821918
36,53,-3.1821873
33,21,-3.1821868
136,89,-3.086322
14,64,-1.6859714
15,1,-2.338548
18,33,-18.90668
110,10,-78.55549
165,88,-15.562328
2,42,-4.680981
65,35,-14.501798
73,20,-3.182185
165,60,-1.4212583
128,81,-3.1821892
86,28,-3.8278751
89,88,-15.562331
15,39,-3.1821895
149,69,-3.1821868
44,85,-1.9399114
41,53,-3.1821868
45,22,-3.1821895
145,58,-1.5600008
53,7,-0.7467681
110,81,-3.1821887
66,15,-6.457612
129,56,-3.182185
161,87,-3.1821895
106,9,-56.206448
102,68,-3.3326128
45,60,-1.4212608
23,71,-7.9478517
24,8,-2.8735847
27,40,-6.64117
61,34,-42.035458
119,17,-4.519904
74,42,-4.680983
82,27,-4.4711313
82,55,-3.1821892
153,79,-3.874304
37,52,-29.678371
41,21,-3.1821868
99,4,-3.311877
19,32,-25.207209
137,88,-15.562331
141,57,-3.182185
166,87,-3.1821895
54,1,-2.338548
54,29,-2.0838342
3,41,-3.2402952
3,69,-3.1821868
62,14,-15.187478
119,88,-15.562341
154,26,-3.1821895
150,15,-6.457612
11,85,-1.9399095
94,28,-3.8278732
90,87,-3.1821873
138,63,-1.7138822
33,79,-3.8743021
111,75,-3.1821866
115,16,-6.047925
15,59,-1.8580544
12,27,-4.4711313
49,53,-3.1821868
70,41,-3.240297
115,49,-8.561958
62,61,-11.964684
70,46,-5.0371103
70,74,-58.24382
133,87,-3.1821914
91,34,-42.035458
91,62,5.022011
95,3,-5.5953755
134,24,-3.1821847
162,86,-12.006968
0,26,-3.1821873
46,59,-1.8580544
147,4,-3.3118794
108,11,-4.475857
28,39,-3.1821914
42,48,-34.592068
71,21,-3.1821866
126,82,-3.0124705
155,81,-3.1821868
8,26,-3.1821895
103,35,-14.501807
100,3,-5.595378
103,63,-1.7138782
142,56,-3.1821887
159,22,-3.1821895
124,23,-3.9590507
120,82,-3.0124705
24,66,-2.0752208
21,34,-42.035454
58,60,-1.4212589
124,56,-3.1821868
158,85,-1.9399095
83,22,-3.1821938
79,81,-3.1821887
16,53,-3.182185
143,3,-5.595378
143,31,-4.773301
34,78,-2.4012787
35,15,-6.457616
38,47,-3.881468
96,30,-2.0021582
135,51,-1.8036143
112,4,-3.3118794
138,83,-1.3505545
51,55,-3.1821887
4,36,-4.231126
151,80,-2.5611305
96,2,-124.9734
35,53,-3.1821868
91,82,-3.0124705
54,59,-1.8580544
17,33,-18.906681
51,27,-4.4711328
109,10,-78.55549
112,42,-4.680983
112,70,-3.1821868
67,67,-3.1821847
64,35,-14.501805
75,80,-2.5611305
31,14,-15.187479
92,29,-2.083838
88,88,-15.562331
131,50,-0.42816862
134,82,-3.0124664
160,21,-3.182185
163,81,-3.1821847
47,54,-46.74618
147,90,0.058075204
25,65,-6.927646
29,34,-42.035458
121,11,-4.4758606
84,21,-3.1821868
136,17,-4.519902
160,87,-3.1821876
147,62,5.022011
105,9,-56.206448
39,46,-5.0371103
100,89,-3.086322
1,61,-11.96468
5,30,-2.002164
26,40,-6.6411676
60,34,-42.035458
63,66,-2.075219
121,49,-8.561958
55,86,-12.006964
52,54,-46.74618
56,23,-3.9590487
156,20,-3.1821868
84,87,-3.1821895
156,48,-34.59207
159,10,-78.55549
13,79,-3.8743002
143,89,-3.086324
101,36,-4.231129
21,64,-1.6859759
140,57,-3.1821873
35,73,-2.8227296
32,41,-3.240297
117,10,-78.55549
56,61,-11.96468
72,35,-14.5018015
93,28,-3.8278728
93,56,-3.1821845
164,80,-2.561131
114,16,-6.047921
14,59,-1.8580481
48,53,-3.1821845
148,89,-3.086322
65,2,-124.97338
128,43,-3.1821892
73,15,-6.457614
9,78,-2.4012806
136,56,-3.1821868
165,27,-4.471127
165,55,-3.1821847
128,76,-3.1821892
22,86,-12.006962
105,29,-2.0838337
101,88,-15.562331
44,80,-2.5611284
122,76,-3.1821847
60,54,-46.746197
77,73,-2.8227317
81,42,-4.680985
33,7,-0.7467702
36,67,-3.1821873
81,75,-3.1821892
137,12,-3.5667896
44,52,-29.678368
144,88,-15.562333
102,35,-14.501805
106,4,-3.311877
2,28,-3.827871
2,56,-3.1821847
57,60,-1.4212608
61,29,-2.0838385
157,15,-6.457614
82,22,-3.1821918
153,74,-58.243813
110,62,5.0220127
11,14,-15.187473
166,82,-3.0124724
19,27,-4.471129
65,87,-3.1821876
111,4,-3.311877
114,36,-4.231126
69,61,-11.964684
129,42,-4.680981
90,49,-8.561956
133,11,-4.4758606
32,71,-7.9478536
94,23,-3.9590507
146,19,-2.8794687
23,85,-1.9399095
53,59,-1.85805
45,79,-3.8743021
49,48,-34.59207
82,41,-3.2402968
7,13,-5.241819
7,41,-3.2402952
98,81,-3.1821868
133,82,-3.0124724
162,81,-3.1821887
166,22,-3.1821895
107,3,-5.595378
54,15,-6.457614
28,34,-42.035458
62,28,-3.8278732
120,11,-4.4758587
123,43,-3.1821868
78,68,-3.3326147
34,2,-124.973404
134,38,-53.41089
15,73,-2.8227296
41,78,-2.4012787
142,23,-3.9590526
99,61,-11.964682
4,2,-124.973366
4,30,-2.0021563
103,30,-2.0021582
145,83,-1.3505545
150,67,-3.1821847
134,10,-78.55549
91,48,-34.59207
158,80,-2.5611243
16,20,-3.182185
12,79,-3.874306
95,22,-3.1821873
24,33,-18.90668
116,10,-78.55549
50,47,-3.8814716
71,7,-0.7467662
71,35,-14.501807
74,67,-3.1821868
126,68,-3.3326108
0,78,-2.4012766
87,75,-3.1821847
127,5,-3.9930787
103,49,-8.561958
130,37,-6.0924463
24,80,-2.5611286
54,54,-46.746178
124,42,-4.680983
79,67,-3.1821887
83,36,-4.231131
103,87,-3.1821873
100,55,-3.182185
143,17,-4.5199003
35,1,-2.338548
160,16,-6.047923
12,52,-29.678366
59,21,-3.1821887
104,29,-2.0838318
125,17,-4.519902
4,50,-0.42816034
62,86,-12.006968
59,54,-46.74619
126,36,-4.2311273
83,74,-58.24382
80,42,-4.680983
155,35,-14.501805
139,44,-3.4851086
17,19,-2.8794708
20,79,-3.874306
31,28,-3.827873
112,56,-3.1821868
4,88,-15.562321
1,56,-3.1821826
71,55,-3.1821866
31,0,-3.5880508
92,15,-6.457616
88,74,-58.243824
92,43,-3.1821887
131,36,-4.231131
156,15,-6.457614
47,40,-6.641172
44,8,-2.8735862
55,53,-3.1821868
113,36,-4.2311273
72,2,-124.97341
68,61,-11.964685
